Wavelength (nm),Intensity (a.u.)
400.0,-7.671479328214582
401.0033444816053,1.4653831436512064
402.0066889632107,-0.16201276346144863
403.01003344481603,0.08071749822252859
404.0133779264214,7.257485208063677
405.01672240802674,4.351392792764311
406.0200668896321,-0.40479192937578534
407.02341137123744,2.073132899107569
408.0267558528428,0.20018972084301007
409.03010033444815,4.981008449232357
410.03344481605353,7.311110752750041
411.03678929765886,3.4538119387475903
412.04013377926424,2.1175574951081964
413.04347826086956,3.5338609815302577
414.0468227424749,-4.556494236437912
415.05016722408027,-1.1574855130478476
416.0535117056856,-6.721555840351879
417.056856187291,0.23999503046176607
418.0602006688963,5.161972890804796
419.0635451505017,-2.7212867591737337
420.066889632107,0.06423221389647073
421.0702341137124,-4.632829798548342
422.0735785953177,2.273775100330801
423.0769230769231,-3.8055396977584417
424.0802675585284,-2.673108848219795
425.0836120401338,-0.26323248432853796
426.0869565217391,0.25703766790294674
427.0903010033445,-0.4365184644040797
428.09364548494983,-1.5795930031626497
429.09698996655516,3.2907822610516284
430.10033444816054,-5.621639725092875
431.10367892976586,7.457295655354008
432.10702341137124,-4.433883855801483
433.11036789297657,-1.2454612153673723
434.11371237458195,0.3086628478083185
435.1170568561873,-2.823983133656758
436.12040133779266,-2.981090070674499
437.123745819398,-5.108838237925789
438.12709030100336,1.5177057041435968
439.1304347826087,-6.247460102599764
440.13377926421407,9.643538938701429
441.1371237458194,1.1083581938685176
442.1404682274248,1.0811031480814184
443.1438127090301,-3.3320983592066256
444.1471571906354,4.015555725296188
445.1505016722408,0.44077201694691653
446.15384615384613,1.414338270301938
447.1571906354515,-7.716997192497535
448.16053511705684,0.22369741305168872
449.1638795986622,8.248817323513473
450.16722408026754,-0.8805611009712451
451.1705685618729,-2.3522021559728072
452.17391304347825,-0.27031273683534196
453.17725752508363,4.090044497753795
454.18060200668896,-1.7295129804516363
455.18394648829434,-4.275334607467345
456.18729096989966,-4.750478029566465
457.19063545150505,-7.147306777084012
458.19397993311037,4.3020909183871066
459.1973244147157,5.288271269218724
460.2006688963211,-1.386510727550414
461.2040133779264,2.6698391333709437
462.2073578595318,-5.337115545692753
463.2107023411371,-0.27768011299954964
464.2140468227425,6.063669031440605
465.2173913043478,3.083072007625529
466.2207357859532,-1.735332942234089
467.2240802675585,9.622019137446605
468.2274247491639,10.848931846938935
469.2307692307692,10.45146413577408
470.23411371237455,1.3947217252131554
471.23745819397993,8.847881844452843
472.2408026755853,-3.608270950284363
473.24414715719064,4.183928472504913
