Wavelength (nm),Intensity (a.u.)
400.0,-8.202904794087786
401.0033444816053,2.6906225782912085
402.0066889632107,0.27758271253761185
403.01003344481603,3.8753894841124654
404.0133779264214,0.8980925129194056
405.01672240802674,-9.517437021108606
406.0200668896321,-2.470486224791435
407.02341137123744,5.088473345544571
408.0267558528428,-15.420535005200076
409.03010033444815,3.7308215448011195
410.03344481605353,-8.289767166014482
411.03678929765886,-6.386670424136323
412.04013377926424,-7.850132670941833
413.04347826086956,3.0053137645121404
414.0468227424749,1.2457037909896946
415.05016722408027,-3.7426132561991614
416.0535117056856,1.05267292940202
417.056856187291,0.7839987647821028
418.0602006688963,-3.0720059209937527
419.0635451505017,-3.917730393146721
420.066889632107,-0.2644770811991565
421.0702341137124,-6.045671320491415
422.0735785953177,-3.9297357776067843
423.0769230769231,0.09177844006523977
424.0802675585284,0.8557305534533323
425.0836120401338,-4.88403358149694
426.0869565217391,11.61574675498645
427.0903010033445,-0.37740302477471743
428.09364548494983,3.7745793587245133
429.09698996655516,-1.5803846293973678
430.10033444816054,-4.455375382124035
431.10367892976586,0.0010466632142700047
432.10702341137124,-5.343135683093289
433.11036789297657,2.6001557269499953
434.11371237458195,-9.515196932467502
435.1170568561873,-2.5167112512551664
436.12040133779266,3.2848079228719227
437.123745819398,-4.485429373337577
438.12709030100336,4.345349736876314
439.1304347826087,-0.1799917027302918
440.13377926421407,-5.010452233809552
441.1371237458194,6.1198443539146705
442.1404682274248,-1.471791172042591
443.1438127090301,-0.2922359316199169
444.1471571906354,7.333744919344909
445.1505016722408,-4.726776644097793
446.15384615384613,4.002153153666697
447.1571906354515,-2.008017694821077
448.16053511705684,-6.149516226849126
449.1638795986622,-11.839563545784308
450.16722408026754,1.1153808565649348
451.1705685618729,-2.9690941343866317
452.17391304347825,-6.866486813149476
453.17725752508363,-2.9018531257850766
454.18060200668896,-4.168224754075939
455.18394648829434,-7.801947100871639
456.18729096989966,8.511953049438057
457.19063545150505,-4.64672401074648
458.19397993311037,-2.808621574947481
459.1973244147157,-7.513333244176352
460.2006688963211,8.893514951499103
461.2040133779264,-6.884878153973886
462.2073578595318,-2.096488641992291
463.2107023411371,4.754393697849883
464.2140468227425,-0.4710065573014199
465.2173913043478,-6.1593413399665575
466.2207357859532,7.547163468071454
467.2240802675585,-0.611687273163198
468.2274247491639,4.570713893927751
469.2307692307692,-5.842000602204766
470.23411371237455,7.650765815530063
471.23745819397993,4.193338600266224
472.2408026755853,-6.418070882481854
473.24414715719064,-1.9499514491927532
474.24749163879596,-0.23056920303415446
475.25083612040135,6.508949992940189
476.25418060200667,1.7845520430435944
477.25752508361205,-4.377189783561433
478.2608695652174,-6.399202067638504
479.26421404682276,-6.93264583710511
480.2675585284281,1.1766656634767656
481.27090301003346,1.2583560796821045
482.2742474916388,0.6390989321998805
483.27759197324417,8.892679640770247
484.2809364548495,0.543781476623103
485.2842809364548,9.662491737556541
486.2876254180602,7.285459928196594
487.2909698996656,0.3354686940622361
488.2943143812709,-2.143934527053521
489.29765886287623,3.178625749432359
490.3010033444816,3.542008320854741
491.30434782608694,-4.013630062043779
492.3076923076923,4.198690045078423
493.31103678929765,-5.930094550025502
494.314381270903,-5.2650151050947445
495.31772575250835,3.1295328256325328
496.3210702341137,0.27447627243713035
497.32441471571906,4.90087470599902
498.32775919732444,2.2816900376032296
