Wavelength (nm),Intensity (a.u.)
400.0,-1.1767179267890224
401.0033444816053,-2.0236149279077105
402.0066889632107,7.517527773256058
403.01003344481603,1.1638795627843943
404.0133779264214,-0.4829657856816394
405.01672240802674,4.336516444640883
406.0200668896321,-3.8716615262022027
407.02341137123744,6.704177211102934
408.0267558528428,4.251750121775764
409.03010033444815,3.422110985564096
410.03344481605353,-2.526342813248069
411.03678929765886,5.598653487173363
412.04013377926424,-0.08657188662368792
413.04347826086956,-3.6389698323634847
414.0468227424749,-5.988087802423898
415.05016722408027,1.4403376522311089
416.0535117056856,-1.9963365116639327
417.056856187291,0.3355650873283674
418.0602006688963,3.1682365794901313
419.0635451505017,0.2550785439887695
420.066889632107,-4.72895804632613
421.0702341137124,-5.040692156311969
422.0735785953177,6.978000025691457
423.0769230769231,-1.387384783219993
424.0802675585284,-2.9485821404851826
425.0836120401338,-1.3767778600067042
426.0869565217391,-5.961187156301771
427.0903010033445,-5.191439715094493
428.09364548494983,-14.548176541197027
429.09698996655516,7.1366179421490425
430.10033444816054,0.22268589339393569
431.10367892976586,-4.299705080929205
432.10702341137124,-1.6677832745622203
433.11036789297657,0.9970892640057449
434.11371237458195,6.82748160493352
435.1170568561873,0.910832016508152
436.12040133779266,4.868155737170479
437.123745819398,0.9511606623414961
438.12709030100336,-0.6940724896756676
439.1304347826087,-0.7632346673318458
440.13377926421407,-2.320611503763856
441.1371237458194,1.8359714555901212
442.1404682274248,-3.423392526592052
443.1438127090301,-4.941792123411977
444.1471571906354,-8.409624062570494
445.1505016722408,-5.149714063532551
446.15384615384613,7.219275668062843
447.1571906354515,-3.8655409194417505
448.16053511705684,2.0609743896599197
449.1638795986622,4.325015923980921
450.16722408026754,10.939298680726736
451.1705685618729,-10.842140282038702
452.17391304347825,3.138905437414553
453.17725752508363,8.975956032039248
454.18060200668896,4.7879272554835
455.18394648829434,-4.807699056649731
456.18729096989966,0.18647053235314492
457.19063545150505,-11.692812745191866
458.19397993311037,0.16030488510806423
459.1973244147157,2.07027469745802
460.2006688963211,-0.24346270572021103
461.2040133779264,-9.035839915223333
462.2073578595318,11.455595614477343
463.2107023411371,-2.9457145278724495
464.2140468227425,9.095590849007552
465.2173913043478,16.51491325843254
466.2207357859532,0.5353845365669346
467.2240802675585,2.889484854332679
468.2274247491639,-4.472773222155144
469.2307692307692,3.290491402881126
470.23411371237455,5.442606401661365
471.23745819397993,-3.4831441728475765
472.2408026755853,8.483607757823073
473.24414715719064,9.326559993172172
474.24749163879596,-0.8138538929273409
475.25083612040135,3.912040149211429
476.25418060200667,-2.7226350138961712
477.25752508361205,8.678757095008528
478.2608695652174,5.696491151240067
479.26421404682276,3.813619637035532
480.2675585284281,7.15545523122809
481.27090301003346,11.23503794730022
482.2742474916388,10.112512078681096
483.27759197324417,6.037337410790192
484.2809364548495,9.171726528521498
485.2842809364548,15.851379732462442
486.2876254180602,14.562136988246598
487.2909698996656,15.340047351774368
488.2943143812709,21.10540425041234
489.29765886287623,16.19436391524038
490.3010033444816,21.654856791456996
491.30434782608694,26.93613889733023
492.3076923076923,18.94609816487784
493.31103678929765,30.154908152917375
494.314381270903,46.76770680901768
495.31772575250835,41.03560362711879
496.3210702341137,44.42912421421247
497.32441471571906,49.86695686954975
498.32775919732444,57.12678327727413
499.33110367892976,59.271501688034824
500.3344481605351,65.75345600294365
501.33779264214047,73.83328435846344
502.34113712374585,73.38785291535075
503.3444816053512,89.49991642404936
504.3478260869565,99.27049128329455
505.3511705685619,95.96946504968383
506.3545150501672,104.83725075312447
507.3578595317726,106.721045481515
508.3612040133779,124.99025892486846
509.3645484949833,130.55609604262997
510.3678929765886,141.89942257558224
511.37123745819395,154.16384328937286
512.3745819397993,147.83008625835353
513.3779264214047,167.3695558233147
514.3812709030101,183.33802784365926
515.3846153846154,186.2520415969138
516.3879598662207,186.07698574116324
517.3913043478261,201.5837044858399
518.3946488294314,202.02253107124264
519.3979933110368,215.98186768202083
520.4013377926422,218.06945974316085
521.4046822742475,232.25601040168493
522.4080267558528,233.852540073767
523.4113712374582,243.58230846475223
524.4147157190636,240.04320718863795
525.4180602006688,249.52589999454298
526.4214046822742,254.81650114122112
527.4247491638796,254.44056422524412
528.428093645485,259.53429210362924
529.4314381270904,271.38348311349813
530.4347826086956,261.4000155575832
531.438127090301,266.2661122406999
532.4414715719064,267.1193838245013
533.4448160535117,273.59757583620114
534.448160535117,259.4953650215577
535.4515050167224,257.5649470035278
536.4548494983278,254.35182380063435
537.4581939799331,251.38612986461564
538.4615384615385,250.43742527671725
539.4648829431438,243.66746446228447
540.4682274247491,245.98670883728133
541.4715719063545,235.42251053618443
542.4749163879599,222.78881526632196
543.4782608695652,217.9658443631399
544.4816053511706,209.42889710213507
545.4849498327759,195.8838959876797
546.4882943143813,198.3457241010005
547.4916387959867,185.1746419424346
548.4949832775919,170.98124753358886
549.4983277591973,172.13087858397913
550.5016722408027,161.3782299268246
551.5050167224081,159.1804505387438
552.5083612040133,139.3316401293016
553.5117056856187,127.9078538237748
554.5150501672241,126.76649573458552
555.5183946488294,122.7823989923311
556.5217391304348,117.03544396420298
557.5250836120401,106.98475719936178
558.5284280936455,89.99435059733894
559.5317725752509,96.34376712122369
560.5351170568562,78.33674046352938
561.5384615384615,66.25504928040111
562.5418060200669,72.97442846685992
563.5451505016722,60.52002070658073
564.5484949832776,48.762774815267285
565.551839464883,44.95275770812992
566.5551839464883,45.21333701698713
567.5585284280936,44.69339094043504
568.561872909699,36.1516565976931
569.5652173913044,36.10413511582067
570.5685618729096,30.487297130311255
571.571906354515,22.391633401456154
572.5752508361204,19.74500829130439
573.5785953177258,23.34738410614592
574.5819397993312,12.60534111067706
575.5852842809364,13.771954041174023
576.5886287625418,13.64188631093318
577.5919732441472,26.029271809693427
578.5953177257525,7.9065437448204525
579.5986622073578,6.927085368479088
580.6020066889632,10.416094108288402
581.6053511705686,10.07146961082198
582.6086956521739,12.692259476594778
583.6120401337793,11.944832088930525
584.6153846153846,11.88233202214632
585.6187290969899,7.126117612180428
586.6220735785953,-0.1865730699226189
587.6254180602007,-1.1458042920805278
588.628762541806,-0.654569356412877
589.6321070234114,7.53101358568089
590.6354515050167,6.848689935644996
591.6387959866221,4.03522301648804
592.6421404682274,3.9132518366899767
593.6454849498327,3.2079292983868033
594.6488294314381,0.025435371056441003
595.6521739130435,-1.3654871951678882
596.6555183946489,7.856554011217187
597.6588628762541,0.6902721908491287
598.6622073578595,-3.761463696474048
599.6655518394649,-1.667184445786861
600.6688963210702,-0.3418253494918836
601.6722408026756,5.890958467751122
602.6755852842809,-10.717774331033217
603.6789297658863,-1.2061658008135987
604.6822742474917,-6.615664036660538
605.685618729097,6.556365923624039
606.6889632107024,2.327117776599873
607.6923076923076,6.703281581297049
608.695652173913,-1.3519425821020015
609.6989966555184,7.5722917356963775
610.7023411371238,-0.448161757355185
611.7056856187291,-0.3602024698110844
612.7090301003344,0.2638904194178681
613.7123745819398,-2.1585127461140434
614.7157190635452,1.0676162902892699
615.7190635451504,-1.4432476291044543
616.7224080267558,10.939665672678498
617.7257525083612,-7.356215365429428
618.7290969899666,0.9512587768658294
619.732441471572,-6.72733997667032
620.7357859531772,-6.436228866053361
621.7391304347826,8.5115394818717
622.7424749163879,1.5148393800772688
623.7458193979933,1.235953126270068
624.7491638795987,3.421356847608508
625.752508361204,0.5029646396331385
